INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    1	    0	(p,(e))                                           	(p,(e))                                           	(p,(e))                                           	(p,(e))                                           	(p,(e))	(p,(e))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    1	    1	(p,(p,(e)))                                       	(p,(p,(e)))                                       	(p,(p,(e)))                                       	(p,(p,(e)))                                       	(p,(p,(e)))	(p,(p,(e)))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    1	    2	(p,(p,(p,(e))))                                   	(p,(p,(p,(e))))                                   	(p,(p,(p,(e))))                                   	(p,(p,(p,(e))))                                   	(p,(p,(p,(e))))	(p,(p,(p,(e))))
INFO:root:statistics:3 pure_formula produced cumulatively
INFO:root:statistics:3 project_sink_formula produced cumulatively
INFO:root:statistics:3 DeMorgan_formula produced cumulatively
INFO:root:statistics:3 dnf produced cumulatively
INFO:root:statistics:3 compact_dnf produced cumulatively
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    0	(p,(i,(p,(p,(e))),(p,(p,(e)))))                   	(p,(i,(p,(p,(e))),(p,(p,(e)))))                   	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    1	(p,(i,(p,(p,(e))),(n,(p,(e)))))                   	(p,(i,(n,(p,(e))),(p,(p,(e)))))                   	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    2	(p,(i,(n,(p,(e))),(p,(p,(e)))))                   	(p,(i,(n,(p,(e))),(p,(p,(e)))))                   	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    3	(p,(i,(n,(p,(e))),(n,(p,(e)))))                   	(p,(i,(n,(p,(e))),(n,(p,(e)))))                   	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    4	(p,(u,(p,(p,(e))),(p,(p,(e)))))                   	(p,(u,(p,(p,(e))),(p,(p,(e)))))                   	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    5	(i,(p,(p,(e))),(p,(p,(e))))                       	(i,(p,(p,(e))),(p,(p,(e))))                       	(i,(p,(p,(e))),(p,(p,(e))))                       	(i,(p,(p,(e))),(p,(p,(e))))                       	(i,(p,(p,(e))),(p,(p,(e))))	(i,(p,(p,(e))),(p,(p,(e))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    6	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))	(i,(p,(p,(e))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    7	(i,(p,(p,(e))),(n,(p,(p,(e)))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))	(i,(n,(p,(p,(e)))),(p,(p,(e))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    8	(i,(p,(p,(p,(e)))),(p,(p,(e))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))                   	(i,(p,(p,(e))),(p,(p,(p,(e)))))	(i,(p,(p,(e))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	    9	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   10	(i,(p,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   11	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))                   	(i,(n,(p,(p,(e)))),(p,(p,(e))))	(i,(n,(p,(p,(e)))),(p,(p,(e))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   12	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   13	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))               	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   14	(u,(p,(p,(e))),(p,(p,(e))))                       	(u,(p,(p,(e))),(p,(p,(e))))                       	(u,(p,(p,(e))),(p,(p,(e))))                       	(u,(p,(p,(e))),(p,(p,(e))))                       	(u,(p,(p,(e))),(p,(p,(e))))	(u,(p,(p,(e))),(p,(p,(e))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   15	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))	(u,(p,(p,(e))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   16	(u,(p,(p,(p,(e)))),(p,(p,(e))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))                   	(u,(p,(p,(e))),(p,(p,(p,(e)))))	(u,(p,(p,(e))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    2	   17	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))               	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))	(u,(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:statistics:16 pure_formula produced cumulatively
INFO:root:statistics:12 project_sink_formula produced cumulatively
INFO:root:statistics:12 DeMorgan_formula produced cumulatively
INFO:root:statistics:12 dnf produced cumulatively
INFO:root:statistics:12 compact_dnf produced cumulatively
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    0	(p,(i,(p,(p,(e))),(i,(p,(p,(e))),(p,(p,(e))))))   	(p,(i,(i,(p,(p,(e))),(p,(p,(e)))),(p,(p,(e)))))   	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(p,(p,(p,(e)))),(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    1	(p,(i,(p,(p,(e))),(i,(p,(p,(e))),(n,(p,(e))))))   	(p,(i,(i,(n,(p,(e))),(p,(p,(e)))),(p,(p,(e)))))   	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    2	(p,(i,(p,(p,(e))),(i,(n,(p,(e))),(p,(p,(e))))))   	(p,(i,(i,(n,(p,(e))),(p,(p,(e)))),(p,(p,(e)))))   	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(p,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    3	(p,(i,(p,(p,(e))),(i,(n,(p,(e))),(n,(p,(e))))))   	(p,(i,(i,(n,(p,(e))),(n,(p,(e)))),(p,(p,(e)))))   	(i,(i,(n,(p,(p,(e)))),(n,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(n,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(i,(n,(p,(p,(e)))),(n,(p,(p,(e))))),(p,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(n,(p,(p,(e)))),(p,(p,(p,(e)))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    4	(p,(i,(p,(p,(e))),(u,(p,(p,(e))),(p,(p,(e))))))   	(p,(i,(p,(p,(e))),(u,(p,(p,(e))),(p,(p,(e))))))   	(i,(p,(p,(p,(e)))),(u,(p,(p,(p,(e)))),(p,(p,(p,(e))))))	(i,(p,(p,(p,(e)))),(u,(p,(p,(p,(e)))),(p,(p,(p,(e))))))	(u,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))))	(u,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))))
INFO:root:record:anchor_nodes	idx	formula	pure	project_sink	DeMorgan	DNF	CompactDNF:    3	    5	(p,(i,(n,(p,(e))),(i,(p,(p,(e))),(p,(p,(e))))))   	(p,(i,(i,(p,(p,(e))),(p,(p,(e)))),(n,(p,(e)))))   	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(n,(p,(p,(e)))))	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(n,(p,(p,(e)))))	(i,(i,(p,(p,(p,(e)))),(p,(p,(p,(e))))),(n,(p,(p,(e)))))	(i,(n,(p,(p,(e)))),(p,(p,(p,(e)))),(p,(p,(p,(e)))))
